order_id,customer_id,product_id,store_id,region,sales_channel,order_date,quantity,unit_price,discount
1084,C0014,P020,S02,West,Offline,2023-03-26,3,466,0.0
1085,C0095,P001,S03,West,Online,2023-03-27,2,412,0.1
1086,C0048,P037,S03,South,Offline,2023-03-28,2,637,0.15
1087,C0015,P009,S02,Central,Online,2023-03-29,5,1020,0.1
1088,C0200,P017,S05,West,Online,2023-03-30,3,1177,0.05
1089,C0190,P009,S04,South,Online,2023-03-31,1,1664,0.05
1090,C0040,P011,S03,North,Online,2023-04-01,4,1590,0.0
1091,C0082,P015,S05,Central,Offline,2023-04-02,3,964,0.05
1092,C0111,P024,S02,East,Offline,2023-04-03,3,1287,0.1
1093,C0053,P038,S05,West,Offline,2023-04-04,2,881,0.15
1094,C0024,P035,S01,South,Online,2023-04-05,4,433,0.05
1095,C0154,P030,S03,North,Online,2023-04-06,5,1670,0.0
1096,C0188,P031,S02,East,Offline,2023-04-07,3,897,0.1
1097,C0124,P049,S04,South,Offline,2023-04-08,5,447,0.0
1098,C0041,P005,S02,South,Online,2023-04-09,3,372,0.05
1099,C0157,P044,S04,East,Online,2023-04-10,5,1062,0.05
1100,C0015,P050,S02,North,Offline,2023-04-11,4,819,0.0
1101,C0045,P014,S05,North,Online,2023-04-12,2,1873,0.1
1102,C0065,P011,S05,Central,Online,2023-04-13,4,1537,0.05
1103,C0089,P009,S05,West,Offline,2023-04-14,1,599,0.15
1104,C0071,P034,S01,East,Online,2023-04-15,2,1216,0.05
1105,C0009,P012,S04,East,Offline,2023-04-16,4,784,0.1
1106,C0088,P035,S05,East,Online,2023-04-17,1,178,0.05
1107,C0129,P035,S01,North,Offline,2023-04-18,3,721,0.0
1108,C0136,P001,S04,West,Online,2023-04-19,3,1340,0.05
1109,C0063,P040,S02,Central,Offline,2023-04-20,5,1046,0.05
1110,C0139,P022,S01,South,Offline,2023-04-21,2,457,0.1
1111,C0081,P029,S03,South,Offline,2023-04-22,3,717,0.0
1112,C0136,P008,S01,East,Offline,2023-04-23,2,606,0.1
1113,C0163,P011,S01,West,Online,2023-04-24,3,1682,0.05
1114,C0163,P041,S04,North,Online,2023-04-25,5,1304,0.15
1115,C0033,P037,S02,West,Offline,2023-04-26,4,675,0.05
1116,C0123,P014,S03,West,Online,2023-04-27,5,1369,0.1
1117,C0005,P030,S05,North,Online,2023-04-28,1,343,0.15
1118,C0041,P035,S05,East,Online,2023-04-29,3,605,0.1
1119,C0028,P021,S01,West,Online,2023-04-30,1,521,0.1
1120,C0135,P037,S04,South,Online,2023-05-01,1,1443,0.0
1121,C0072,P005,S04,North,Offline,2023-05-02,2,1210,0.15
1122,C0012,P019,S05,Central,Offline,2023-05-03,3,316,0.05
1123,C0162,P014,S03,East,Offline,2023-05-04,1,1613,0.1
1124,C0033,P026,S02,North,Offline,2023-05-05,4,1642,0.05
1125,C0048,P004,S03,Central,Online,2023-05-06,1,1401,0.0
1126,C0151,P025,S02,Central,Online,2023-05-07,4,1972,0.0
1127,C0062,P045,S05,West,Offline,2023-05-08,2,1845,0.15
1128,C0037,P042,S02,West,Online,2023-05-09,1,1108,0.0
1129,C0099,P025,S04,West,Online,2023-05-10,5,1292,0.0
1130,C0172,P018,S01,North,Offline,2023-05-11,2,429,0.05
1131,C0104,P040,S01,North,Online,2023-05-12,4,749,0.0
1132,C0035,P008,S05,East,Offline,2023-05-13,2,1564,0.0
1133,C0193,P039,S04,West,Offline,2023-05-14,1,490,0.1
1134,C0101,P040,S03,Central,Online,2023-05-15,3,1619,0.0
1135,C0175,P014,S04,South,Online,2023-05-16,3,480,0.1
1136,C0131,P032,S01,East,Offline,2023-05-17,4,1429,0.0
1137,C0001,P038,S01,North,Offline,2023-05-18,4,841,0.0
1138,C0005,P033,S04,East,Online,2023-05-19,3,919,0.15
1139,C0142,P023,S04,East,Offline,2023-05-20,4,772,0.15
1140,C0103,P015,S01,East,Offline,2023-05-21,2,612,0.1
1141,C0027,P033,S03,East,Offline,2023-05-22,5,1871,0.0
1142,C0137,P025,S05,South,Online,2023-05-23,5,1048,0.05
1143,C0015,P017,S05,West,Offline,2023-05-24,2,1311,0.15
1144,C0090,P033,S04,Central,Online,2023-05-25,5,1029,0.05
1145,C0042,P047,S05,East,Offline,2023-05-26,1,1639,0.15
1146,C0124,P002,S01,East,Online,2023-05-27,2,1012,0.15
1147,C0179,P014,S01,East,Offline,2023-05-28,4,743,0.0
1148,C0063,P040,S04,West,Online,2023-05-29,2,526,0.15
1149,C0096,P040,S04,North,Online,2023-05-30,3,601,0.05
1150,C0052,P039,S04,North,Online,2023-05-31,4,829,0.15
1151,C0096,P006,S03,South,Offline,2023-06-01,3,1383,0.1
1152,C0132,P006,S05,North,Offline,2023-06-02,4,1636,0.0
1153,C0151,P003,S04,East,Offline,2023-06-03,5,170,0.0
1154,C0143,P007,S02,East,Online,2023-06-04,2,577,0.1
1155,C0171,P008,S02,East,Offline,2023-06-05,1,1301,0.1
1156,C0029,P042,S01,South,Online,2023-06-06,4,556,0.1
1157,C0036,P015,S05,East,Offline,2023-06-07,4,288,0.15
1158,C0013,P047,S04,North,Online,2023-06-08,3,390,0.0
1159,C0160,P029,S02,West,Online,2023-06-09,5,1643,0.1
1160,C0071,P033,S05,West,Online,2023-06-10,3,1888,0.15
1161,C0187,P030,S01,Central,Offline,2023-06-11,3,1019,0.1
1162,C0086,P039,S03,North,Offline,2023-06-12,5,391,0.05
1163,C0028,P027,S05,East,Offline,2023-06-13,1,855,0.05
1164,C0066,P036,S05,West,Online,2023-06-14,3,1758,0.0
1165,C0170,P029,S03,North,Online,2023-06-15,3,1934,0.15
1166,C0045,P038,S05,West,Offline,2023-06-16,4,1406,0.05
1167,C0062,P033,S01,East,Offline,2023-06-17,5,1667,0.05
1168,C0185,P037,S01,West,Offline,2023-06-18,2,1969,0.15
1169,C0134,P027,S03,Central,Online,2023-06-19,1,476,0.1
1170,C0028,P033,S04,Central,Online,2023-06-20,1,1781,0.15
1171,C0028,P004,S02,West,Online,2023-06-21,5,1279,0.1
1172,C0108,P022,S04,North,Online,2023-06-22,4,607,0.05
1173,C0044,P002,S05,North,Online,2023-06-23,4,1536,0.05
1174,C0084,P010,S02,North,Offline,2023-06-24,5,627,0.05
1175,C0030,P005,S03,West,Online,2023-06-25,4,1478,0.0
1176,C0190,P010,S03,North,Online,2023-06-26,1,658,0.0
1177,C0075,P033,S02,East,Online,2023-06-27,1,1886,0.0
1178,C0128,P038,S01,Central,Online,2023-06-28,2,1310,0.15
1179,C0092,P013,S02,East,Online,2023-06-29,5,1154,0.05
1180,C0190,P031,S05,North,Offline,2023-06-30,3,359,0.05
1181,C0129,P047,S01,East,Online,2023-07-01,3,520,0.15
1182,C0121,P036,S03,North,Online,2023-07-02,2,1652,0.0
1183,C0027,P045,S02,West,Online,2023-07-03,2,1674,0.15
1184,C0190,P024,S04,East,Offline,2023-07-04,4,403,0.0
1185,C0121,P015,S04,West,Offline,2023-07-05,2,1041,0.05
1186,C0116,P029,S05,West,Offline,2023-07-06,2,1162,0.1
1187,C0003,P008,S04,South,Online,2023-07-07,3,1612,0.0
1188,C0103,P005,S02,North,Offline,2023-07-08,4,1767,0.05
1189,C0198,P029,S02,Central,Online,2023-07-09,2,641,0.05
1190,C0200,P047,S04,North,Online,2023-07-10,2,1793,0.1
1191,C0155,P004,S02,Central,Offline,2023-07-11,4,1401,0.05
1192,C0137,P012,S05,North,Online,2023-07-12,5,1326,0.05
1193,C0062,P045,S01,West,Online,2023-07-13,4,1189,0.0
1194,C0165,P002,S05,East,Online,2023-07-14,3,207,0.0
1195,C0051,P027,S05,East,Offline,2023-07-15,5,367,0.1
1196,C0172,P031,S02,South,Online,2023-07-16,1,321,0.1
1197,C0152,P036,S01,Central,Online,2023-07-17,4,1927,0.05
1198,C0059,P036,S02,Central,Offline,2023-07-18,3,1653,0.0
1199,C0118,P026,S03,Central,Online,2023-07-19,5,1213,0.1
1200,C0160,P043,S02,West,Online,2023-07-20,4,792,0.1
1201,C0096,P027,S02,Central,Offline,2023-07-21,2,354,0.15
1202,C0180,P005,S02,East,Online,2023-07-22,4,1578,0.1
1203,C0113,P020,S01,West,Online,2023-07-23,1,352,0.05
1204,C0062,P011,S02,North,Online,2023-07-24,4,356,0.0
1205,C0186,P010,S01,Central,Online,2023-07-25,5,482,0.1
1206,C0052,P040,S04,Central,Online,2023-07-26,5,541,0.15
1207,C0012,P038,S03,North,Offline,2023-07-27,4,1981,0.0
1208,C0039,P006,S01,Central,Offline,2023-07-28,5,698,0.1
1209,C0130,P008,S04,North,Offline,2023-07-29,2,1213,0.15
1210,C0131,P023,S01,West,Offline,2023-07-30,4,1872,0.1
1211,C0113,P047,S01,East,Online,2023-07-31,2,489,0.0
1212,C0101,P026,S03,North,Online,2023-08-01,2,681,0.0
1213,C0113,P046,S05,South,Online,2023-08-02,3,1167,0.0
1214,C0184,P043,S05,North,Online,2023-08-03,4,1835,0.05
1215,C0081,P012,S01,Central,Online,2023-08-04,5,1787,0.1
1216,C0187,P026,S02,West,Offline,2023-08-05,2,697,0.05
1217,C0113,P013,S04,West,Offline,2023-08-06,3,118,0.0
1218,C0002,P040,S02,North,Online,2023-08-07,4,1224,0.15
1219,C0130,P018,S02,East,Online,2023-08-08,4,706,0.1
1220,C0054,P025,S01,South,Online,2023-08-09,1,1889,0.05
1221,C0087,P033,S01,West,Offline,2023-08-10,1,1480,0.1
1222,C0129,P047,S01,Central,Online,2023-08-11,2,1665,0.15
1223,C0147,P040,S01,Central,Online,2023-08-12,1,1884,0.05
1224,C0126,P043,S05,East,Online,2023-08-13,2,132,0.0
1225,C0130,P012,S01,West,Offline,2023-08-14,5,1352,0.05
1226,C0053,P044,S05,North,Online,2023-08-15,2,1647,0.1
1227,C0172,P036,S05,Central,Offline,2023-08-16,1,1753,0.1
1228,C0160,P048,S01,East,Offline,2023-08-17,5,961,0.1
1229,C0198,P004,S03,West,Offline,2023-08-18,1,254,0.1
1230,C0160,P005,S04,West,Offline,2023-08-19,2,1546,0.0
1231,C0068,P037,S02,West,Offline,2023-08-20,3,1004,0.05
1232,C0183,P008,S05,West,Offline,2023-08-21,4,1369,0.0
1233,C0184,P042,S04,West,Online,2023-08-22,1,504,0.0
1234,C0123,P049,S03,Central,Online,2023-08-23,2,943,0.0
1235,C0145,P028,S02,East,Online,2023-08-24,5,1882,0.1
1236,C0038,P031,S02,West,Offline,2023-08-25,1,1664,0.1
1237,C0024,P009,S05,South,Online,2023-08-26,1,1284,0.1
1238,C0069,P029,S01,South,Offline,2023-08-27,4,846,0.05
1239,C0116,P014,S03,East,Offline,2023-08-28,2,1825,0.15
1240,C0098,P040,S05,North,Offline,2023-08-29,3,1240,0.1
1241,C0198,P041,S03,North,Online,2023-08-30,5,370,0.05
1242,C0139,P022,S01,North,Offline,2023-08-31,2,869,0.1
1243,C0144,P011,S01,South,Offline,2023-09-01,5,1815,0.1
1244,C0097,P023,S05,North,Online,2023-09-02,1,1610,0.0
1245,C0124,P001,S01,Central,Online,2023-09-03,4,271,0.0
1246,C0187,P046,S04,West,Offline,2023-09-04,4,373,0.0
1247,C0070,P037,S02,South,Offline,2023-09-05,3,358,0.05
1248,C0093,P021,S05,East,Online,2023-09-06,4,1258,0.15
1249,C0003,P026,S03,East,Online,2023-09-07,1,1806,0.15
1250,C0148,P046,S04,West,Online,2023-09-08,3,1845,0.05
1251,C0187,P036,S05,South,Offline,2023-09-09,2,1871,0.1
1252,C0164,P023,S01,North,Online,2023-09-10,4,521,0.05
1253,C0147,P001,S01,North,Online,2023-09-11,3,1544,0.1
1254,C0090,P040,S01,Central,Online,2023-09-12,1,1309,0.05
1255,C0195,P015,S01,Central,Offline,2023-09-13,5,463,0.05
1256,C0147,P021,S03,North,Online,2023-09-14,5,1730,0.05
1257,C0148,P047,S04,East,Online,2023-09-15,1,477,0.15
1258,C0096,P009,S02,East,Online,2023-09-16,1,1646,0.0
1259,C0199,P009,S03,Central,Online,2023-09-17,5,679,0.05
1260,C0052,P010,S03,West,Online,2023-09-18,3,990,0.15
1261,C0161,P026,S02,North,Offline,2023-09-19,5,821,0.0
1262,C0168,P041,S02,Central,Offline,2023-09-20,1,1319,0.0
1263,C0128,P035,S01,Central,Offline,2023-09-21,4,980,0.05
1264,C0039,P025,S03,North,Online,2023-09-22,2,1221,0.1
1265,C0082,P026,S05,North,Offline,2023-09-23,4,704,0.1
1266,C0104,P011,S02,East,Offline,2023-09-24,4,121,0.1
1267,C0129,P038,S02,West,Offline,2023-09-25,1,1573,0.05
1268,C0011,P002,S04,West,Online,2023-09-26,5,1295,0.1
1269,C0185,P007,S05,North,Online,2023-09-27,3,482,0.15
1270,C0178,P018,S05,South,Offline,2023-09-28,4,233,0.15
1271,C0151,P027,S02,Central,Offline,2023-09-29,5,1549,0.15
1272,C0159,P034,S01,Central,Online,2023-09-30,3,1148,0.15
1273,C0042,P027,S04,North,Online,2023-10-01,4,602,0.0
1274,C0099,P017,S05,South,Offline,2023-10-02,3,1308,0.15
1275,C0007,P043,S02,East,Online,2023-10-03,5,1208,0.1
1276,C0144,P044,S05,North,Offline,2023-10-04,2,1690,0.05
1277,C0090,P024,S04,North,Online,2023-10-05,5,1886,0.1
1278,C0112,P025,S04,Central,Offline,2023-10-06,1,243,0.15
1279,C0060,P007,S03,North,Offline,2023-10-07,3,1986,0.0
1280,C0113,P006,S02,North,Online,2023-10-08,2,1802,0.15
1281,C0002,P024,S04,North,Offline,2023-10-09,3,1535,0.05
1282,C0129,P033,S03,Central,Offline,2023-10-10,3,323,0.1
1283,C0048,P049,S03,East,Offline,2023-10-11,4,319,0.05
1284,C0140,P029,S05,East,Online,2023-10-12,1,278,0.05
1285,C0197,P043,S05,North,Online,2023-10-13,3,1754,0.05
1286,C0037,P022,S03,Central,Online,2023-10-14,5,532,0.1
1287,C0160,P026,S05,East,Offline,2023-10-15,5,364,0.15
1288,C0009,P028,S04,East,Online,2023-10-16,4,1053,0.05
1289,C0099,P050,S01,East,Offline,2023-10-17,1,528,0.1
1290,C0147,P021,S04,Central,Offline,2023-10-18,1,1785,0.0
1291,C0048,P049,S03,Central,Online,2023-10-19,5,515,0.1
1292,C0131,P007,S03,North,Online,2023-10-20,2,1576,0.0
1293,C0148,P017,S04,West,Offline,2023-10-21,4,826,0.1
1294,C0152,P020,S05,East,Offline,2023-10-22,4,296,0.15
1295,C0054,P041,S05,West,Online,2023-10-23,5,1677,0.05
1296,C0120,P049,S03,Central,Online,2023-10-24,5,1176,0.15
1297,C0161,P020,S02,Central,Online,2023-10-25,2,579,0.1
1298,C0152,P022,S05,Central,Offline,2023-10-26,2,1566,0.05
1299,C0116,P028,S04,West,Offline,2023-10-27,1,1453,0.0
1300,C0075,P040,S05,Central,Offline,2023-10-28,4,1374,0.1
1301,C0113,P049,S04,North,Offline,2023-10-29,4,1930,0.05
1302,C0200,P007,S03,Central,Offline,2023-10-30,5,989,0.0
1303,C0164,P001,S05,South,Online,2023-10-31,1,1906,0.0
1304,C0166,P032,S04,West,Online,2023-11-01,4,1024,0.15
1305,C0104,P013,S03,South,Offline,2023-11-02,1,222,0.1
1306,C0084,P030,S02,Central,Offline,2023-11-03,1,1510,0.0
1307,C0112,P023,S04,North,Online,2023-11-04,5,1462,0.05
1308,C0099,P019,S02,East,Online,2023-11-05,1,877,0.0
1309,C0153,P032,S02,Central,Online,2023-11-06,2,447,0.0
1310,C0093,P030,S01,North,Online,2023-11-07,2,128,0.15
1311,C0146,P029,S05,West,Offline,2023-11-08,3,1074,0.15
1312,C0128,P049,S04,South,Online,2023-11-09,5,134,0.05
1313,C0110,P045,S02,South,Offline,2023-11-10,3,1641,0.15
1314,C0082,P029,S01,South,Online,2023-11-11,2,1519,0.0
1315,C0194,P030,S03,West,Online,2023-11-12,3,722,0.0
1316,C0054,P016,S04,North,Online,2023-11-13,5,1417,0.15
1317,C0163,P040,S02,West,Offline,2023-11-14,5,688,0.0
1318,C0189,P019,S05,South,Offline,2023-11-15,1,1472,0.0
1319,C0169,P018,S01,Central,Online,2023-11-16,4,1270,0.05
1320,C0161,P001,S02,East,Offline,2023-11-17,1,1190,0.15
1321,C0068,P014,S05,West,Offline,2023-11-18,5,1003,0.0
1322,C0033,P047,S02,West,Online,2023-11-19,2,619,0.15
1323,C0142,P050,S04,North,Online,2023-11-20,2,221,0.05
1324,C0021,P002,S04,North,Offline,2023-11-21,1,439,0.15
1325,C0048,P028,S04,West,Offline,2023-11-22,5,274,0.0
1326,C0148,P049,S01,South,Offline,2023-11-23,2,1814,0.15
1327,C0128,P050,S04,East,Online,2023-11-24,5,696,0.0
1328,C0136,P030,S05,North,Online,2023-11-25,2,550,0.0
1329,C0135,P038,S02,South,Offline,2023-11-26,5,656,0.0
1330,C0195,P004,S03,Central,Online,2023-11-27,3,1259,0.05
1331,C0145,P001,S05,North,Online,2023-11-28,5,1978,0.15
1332,C0128,P008,S05,South,Offline,2023-11-29,5,1139,0.05
1333,C0033,P029,S04,South,Offline,2023-11-30,1,1456,0.15
1334,C0176,P039,S01,East,Online,2023-12-01,3,1318,0.05
1335,C0187,P003,S02,East,Online,2023-12-02,4,1619,0.1
1336,C0115,P032,S01,Central,Offline,2023-12-03,1,108,0.0
1337,C0119,P010,S02,South,Online,2023-12-04,4,1951,0.0
1338,C0022,P010,S02,South,Online,2023-12-05,2,433,0.05
1339,C0158,P019,S01,East,Offline,2023-12-06,4,1456,0.1
1340,C0038,P046,S05,North,Offline,2023-12-07,5,1116,0.0
1341,C0109,P034,S02,North,Online,2023-12-08,4,426,0.15
1342,C0051,P033,S01,West,Online,2023-12-09,1,114,0.05
1343,C0182,P023,S02,East,Online,2023-12-10,1,938,0.0
1344,C0008,P028,S03,West,Offline,2023-12-11,4,1737,0.0
1345,C0027,P032,S05,East,Online,2023-12-12,1,325,0.05
1346,C0027,P050,S04,Central,Online,2023-12-13,1,1548,0.05
1347,C0021,P007,S02,South,Offline,2023-12-14,4,1913,0.15
1348,C0030,P029,S03,Central,Offline,2023-12-15,3,1531,0.15
1349,C0097,P008,S04,East,Online,2023-12-16,3,212,0.0
1350,C0028,P001,S04,South,Offline,2023-12-17,2,1551,0.0
1351,C0111,P003,S02,North,Offline,2023-12-18,1,100,0.05
1352,C0192,P024,S01,North,Online,2023-12-19,4,365,0.0
1353,C0197,P023,S02,West,Offline,2023-12-20,1,1614,0.0
1354,C0061,P008,S03,East,Offline,2023-12-21,5,1331,0.05
1355,C0048,P047,S04,East,Online,2023-12-22,1,1745,0.0
1356,C0147,P037,S02,North,Offline,2023-12-23,1,1835,0.0
1357,C0004,P003,S01,Central,Online,2023-12-24,3,1051,0.1
1358,C0035,P033,S02,South,Online,2023-12-25,4,1492,0.15
1359,C0192,P028,S05,Central,Offline,2023-12-26,1,405,0.05
1360,C0049,P047,S01,Central,Offline,2023-12-27,3,111,0.1
1361,C0017,P008,S03,North,Offline,2023-12-28,2,1468,0.15
1362,C0172,P034,S04,North,Online,2023-12-29,3,1588,0.15
1363,C0158,P035,S02,North,Offline,2023-12-30,3,1823,0.15
1364,C0046,P032,S01,West,Online,2023-12-31,3,1789,0.1
1365,C0117,P024,S05,Central,Offline,2024-01-01,1,1617,0.1
1366,C0006,P014,S01,East,Offline,2024-01-02,1,1491,0.15
1367,C0099,P032,S05,South,Offline,2024-01-03,2,1969,0.0
1368,C0124,P046,S03,West,Online,2024-01-04,5,1036,0.0
1369,C0037,P043,S04,East,Offline,2024-01-05,5,519,0.1
1370,C0024,P016,S03,Central,Offline,2024-01-06,5,988,0.1
1371,C0093,P004,S02,North,Online,2024-01-07,2,1914,0.1
1372,C0046,P037,S01,Central,Online,2024-01-08,5,270,0.15
1373,C0181,P021,S05,South,Offline,2024-01-09,5,233,0.0
1374,C0095,P014,S05,West,Offline,2024-01-10,3,1064,0.1
1375,C0099,P031,S01,West,Offline,2024-01-11,1,1550,0.1
1376,C0188,P048,S01,South,Online,2024-01-12,1,1148,0.05
1377,C0116,P018,S02,East,Online,2024-01-13,3,1653,0.15
1378,C0191,P007,S03,East,Online,2024-01-14,3,1313,0.05
1379,C0160,P010,S05,West,Online,2024-01-15,3,1264,0.0
1380,C0161,P007,S02,West,Offline,2024-01-16,1,1678,0.05
1381,C0067,P033,S03,North,Online,2024-01-17,5,1969,0.05
1382,C0128,P023,S02,East,Online,2024-01-18,3,1919,0.05
1383,C0018,P021,S05,South,Online,2024-01-19,2,757,0.15
1384,C0025,P019,S01,East,Offline,2024-01-20,3,1438,0.0
1385,C0054,P048,S01,North,Offline,2024-01-21,4,1567,0.05
1386,C0058,P019,S03,West,Online,2024-01-22,3,1442,0.15
1387,C0067,P036,S04,West,Online,2024-01-23,1,1564,0.0
1388,C0104,P029,S03,North,Offline,2024-01-24,3,1215,0.1
1389,C0174,P018,S04,South,Offline,2024-01-25,4,278,0.05
1390,C0024,P002,S02,West,Offline,2024-01-26,2,1179,0.0
1391,C0114,P001,S02,Central,Offline,2024-01-27,5,1278,0.05
1392,C0032,P047,S05,West,Offline,2024-01-28,3,1795,0.1
1393,C0175,P005,S04,Central,Offline,2024-01-29,4,210,0.0
1394,C0086,P020,S05,North,Offline,2024-01-30,4,236,0.15
1395,C0151,P011,S01,North,Offline,2024-01-31,2,331,0.0
1396,C0194,P042,S04,West,Online,2024-02-01,1,1091,0.15
1397,C0127,P002,S03,East,Online,2024-02-02,3,567,0.0
1398,C0155,P003,S01,Central,Online,2024-02-03,4,831,0.15
1399,C0130,P023,S01,South,Online,2024-02-04,2,580,0.1
1400,C0017,P012,S03,West,Online,2024-02-05,5,1191,0.1
1401,C0104,P020,S01,South,Online,2024-02-06,4,913,0.1
1402,C0161,P005,S04,West,Offline,2024-02-07,2,1372,0.0
1403,C0137,P037,S05,East,Offline,2024-02-08,1,1093,0.1
1404,C0043,P038,S01,East,Online,2024-02-09,1,422,0.05
1405,C0176,P030,S04,East,Online,2024-02-10,4,1021,0.1
